ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU423,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Iniistius_Iniistius jacksonensis,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius jacksonensis,Fish16S,0,0,0,0,0,Dist in SE AUS,Western Pacific: restricted to eastern Australia.,yes,yes,no,no,Family,Labridae,Species and Genus restricted to eastern Australia. On GBIF also N of SB. Potentially wrongly assigned.,1,7,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",10.05.2024
ZOTU356,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU357,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Chaetodermis_Chaetodermis penicilligerus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Chaetodermis,Chaetodermis penicilligerus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU358,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU359,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU36,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU360,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Cymbacephalus_Cymbacephalus nematophthalmus,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Cymbacephalus,Cymbacephalus nematophthalmus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,NA,,NA
ZOTU361,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU362,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU363,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Herklotsichthys_Herklotsichthys lippa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Herklotsichthys,Herklotsichthys lippa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU364,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pallimaculatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pallimaculatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU365,Eukaryota_Chordata_Actinopteri_Beloniformes_Belonidae_Strongylura_Strongylura leiura,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Strongylura,Strongylura leiura,Fish16S,1,0,0,0,0,"Dist. More Northern, Southern and Eastern","Indo-West Pacific: Somalia (Ref. 30573) and Tanzania to Durban, South Africa (Ref. 3130) east to Pakistan, India, Sri Lanka and southeast Asia to New Guinea, Australia, and the Philippines. Reported from southern China (Ref. 5317). The Australian population is regarded as subspecies Strongylura leiura ferox by Parin (1967) (Ref. 1602).",yes,yes,yes,yes,Species,Beloniformes,Very broad dist around AUS may also occur in SB,1,2,NA,,NA
ZOTU366,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU367,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Herklotsichthys_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Herklotsichthys,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU198,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Amphiprion_Amphiprion clarkii,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Amphiprion,Amphiprion clarkii,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU372,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Pomacentrus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Pomacentrus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU37,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Monacanthus_Monacanthus chinensis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Monacanthus,Monacanthus chinensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU370,Eukaryota_Chordata_Actinopteri_Clupeiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU371,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU374,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Pomacentrus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Pomacentrus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU373,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Lagocephalus_Lagocephalus lunaris,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Lagocephalus,Lagocephalus lunaris,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU98,Eukaryota_Chordata_Actinopteri_Perciformes_Pseudochromidae_Congrogadus_Congrogadus subducens,Eukaryota,Chordata,Actinopteri,Perciformes,Pseudochromidae,Congrogadus,Congrogadus subducens,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU376,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU377,Eukaryota_Chordata_Actinopteri_Blenniiformes_Blenniidae_Omobranchus_NA,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Omobranchus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU59,Eukaryota_Chordata_Actinopteri_Perciformes_Sciaenidae_Argyrosomus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU38,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener whitleyi,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener whitleyi,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU380,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU381,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon cephalotes,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon cephalotes,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU382,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU2,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU384,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU386,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon cephalotes,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon cephalotes,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU387,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU378,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU388,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU39,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU390,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU391,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU392,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU393,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU394,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Potamotrygonidae_Taeniura_Taeniura meyeni,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Taeniura,Taeniura meyeni,Fish16S,0,0,0,1,0,Dist. in SB,NA,yes,yes,yes,yes,Species,NA,Black-blotched Stingray,1,2,Taken out,Non-focus Species,NA
ZOTU395,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU396,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU397,Eukaryota_Chordata_Actinopteri_Siluriformes_Plotosidae_Plotosus_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,Plotosidae,Plotosus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU398,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU399,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU4,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Halichoeres_Halichoeres brownfieldi,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres brownfieldi,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU40,Eukaryota_Chordata_Actinopteri_Spariformes_Sparidae_Pagrus_Pagrus major,Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Pagrus,Pagrus major,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU389,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU401,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU402,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU403,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Herklotsichthys_Herklotsichthys lippa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Herklotsichthys,Herklotsichthys lippa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU404,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU405,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU406,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU407,Eukaryota_Chordata_Actinopteri_Gerreiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Gerreiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU408,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU409,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU414,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU410,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU411,Eukaryota_Chordata_Chondrichthyes_Carcharhiniformes_Carcharhinidae_Carcharhinus_NA,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,NA,Fish16S,NA,NA,NA,NA,NA,Dist. in SB,NA,yes,yes,yes,yes,yes,NA,Bull Shark expected in SB,NA,NA,Taken out,Non-focus Species,NA
ZOTU412,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU413,Eukaryota_Chordata_Actinopteri_Clupeiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU12,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU415,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU416,Eukaryota_Chordata_Actinopteri_Labriformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU417,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Halichoeres_Halichoeres brownfieldi,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres brownfieldi,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU418,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pleurogramma,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pleurogramma,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU19,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU42,Eukaryota_Chordata_Actinopteri_Scombriformes_Scombridae_Scomberomorus_Scomberomorus queenslandicus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus queenslandicus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU420,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Pelates_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Pelates,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU25,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_Sillago ingenuua,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,Sillago ingenuua,Fish16S,0,0,0,0,0,Dist. in SB,"Indo-West Pacific: India to the Gulf of Thailand, north to Taiwan, south to northern Australia from Shark Bay around the northern coast to Adolphus Passage, Queensland. Possibly more widely distributed than indicated.",yes,yes,yes,yes,Species,NA,NA,0.8331; 0.91; 0.99,15,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU422,Eukaryota_Chordata_Actinopteri_Spariformes_Nemipteridae_Pentapodus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Nemipteridae,Pentapodus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU283,Eukaryota_Chordata_Actinopteri_Mugiliformes_Mugilidae_Crenimugil_NA,Eukaryota,Chordata,Actinopteri,Mugiliformes,Mugilidae,Crenimugil,NA,Fish16S,NA,NA,NA,NA,NA,Genus eastern  AUS,NA,yes,yes,no,NA,NA,NA,Genus more Northern and Eastern AUS,1,NA,"Set Species to NA as it was Crenimugil_cf.
Reassigned to family level
","Genus distribution in northern, tropical regions near Shark Bay","done 08.05.2024, 10.05.2024"
ZOTU424,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU425,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_NA_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU426,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU427,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU428,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU429,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU43,Eukaryota_Chordata_Actinopteri_Aulopiformes_Synodontidae_Saurida_Saurida undosquamis,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida undosquamis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Assigned to Saurida undosquamis based on MC,,done 08.05.2024
ZOTU430,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU431,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU28,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU433,Eukaryota_Chordata_Actinopteri_Clupeiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
