ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU161,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_Lethrinus genivittatus,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,Lethrinus genivittatus,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU162,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU163,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU164,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_NA_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU165,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Callionymidae_Callionymus_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU393,Eukaryota_Chordata_Actinopteri_Perciformes_Centropomidae_Psammoperca_Psammoperca waigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centropomidae,Psammoperca,Psammoperca waigiensis,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU167,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alepes_Alepes melanoptera,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes melanoptera,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU168,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU169,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Chaetodermis_Chaetodermis penicilligerus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Chaetodermis,Chaetodermis penicilligerus,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU395,Eukaryota_Chordata_Actinopteri_Perciformes_Centropomidae_Psammoperca_Psammoperca waigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centropomidae,Psammoperca,Psammoperca waigiensis,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU170,Eukaryota_Chordata_Actinopteri_Perciformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU171,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU291,Eukaryota_Chordata_Actinopteri_Blenniiformes_Blenniidae_Omobranchus_Omobranchus loxozonus,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Omobranchus,Omobranchus loxozonus,MiFish12S,0,0,0,0,0,no,Northwest Pacific: southern Japan.,yes,yes,yes,no,Genus,Blenniidae,Potentially wrongly assigned,0.96,7,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU173,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU174,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Paralichthyidae_Pseudorhombus_Pseudorhombus dupliciocellatus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus dupliciocellatus,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU175,Eukaryota_Chordata_Actinopteri_Perciformes_Serranidae_Epinephelus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU176,Eukaryota_Chordata_Actinopteri_Aulopiformes_Synodontidae_Saurida_NA,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU177,Eukaryota_Chordata_Actinopteri_Beloniformes_Belonidae_Tylosurus_Tylosurus crocodilus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus crocodilus,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU178,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Ostraciidae_Tetrosomus_Tetrosomus concatenatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Tetrosomus,Tetrosomus concatenatus,MiFish12S,0,0,0,0,0,Dist. in SB,Indo-West Pacific: East Africa to southern Japan and New Caledonia (Ref. 11897).,yes,yes,yes,yes,Species,NA,NA,1,2,NA,,NA
ZOTU179,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_NA_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU261,Eukaryota_Chordata_Actinopteri_Blenniiformes_Gobiesocidae_Lepadichthys_Lepadichthys frenatus,Eukaryota,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Lepadichthys,Lepadichthys frenatus,MiFish12S,0,0,0,1,0,Dist in Eastern Regions of AUS,"Southwestern Pacific: Thursday Island (Torres Strait Islands), Coral and Tasman seas (Australia, Vanuatu and New Caledonia), Fiji and Tonga.",yes,yes,yes,no,Genus,Actinopteri,Species only in eastern Regions of AUS,1,6,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU180,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU181,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Chaetodermis_Chaetodermis penicilligerus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Chaetodermis,Chaetodermis penicilligerus,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU182,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alepes_Alepes melanoptera,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes melanoptera,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU183,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU184,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU185,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU186,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU6,Eukaryota_Chordata_Actinopteri_Perciformes_Centropomidae_Psammoperca_Psammoperca waigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centropomidae,Psammoperca,Psammoperca waigiensis,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU188,Eukaryota_Chordata_Actinopteri_Atheriniformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU189,Eukaryota_Chordata_Actinopteri_Siluriformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU19,Eukaryota_Chordata_Actinopteri_Spariformes_Sparidae_Pagrus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Pagrus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU190,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU191,Eukaryota_Chordata_Actinopteri_Siluriformes_Plotosidae_NA_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,Plotosidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU192,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU78,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Paramonacanthus_Paramonacanthus choirocephalus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Paramonacanthus,Paramonacanthus choirocephalus,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,adapted from Mock community,,done 13.05.2024
ZOTU194,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Callionymidae_Diplogrammus_Diplogrammus xenicus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Diplogrammus,Diplogrammus xenicus,MiFish12S,0,0,0,1,0,Dist. in SB,Eastern Indian Ocean and Western Pacific: southern Japan and the Ryukyu Islands (Ref. 559) and from the west and east coasts of Australia around 30Â°S (Ref. 41299).,yes,yes,yes,yes,Species,NA,NA,1,1,NA,,NA
ZOTU195,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU196,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU197,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU38,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_Upeneus asymmetricus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,Upeneus asymmetricus,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,adapted from Mock community,,done 13.05.2024
ZOTU199,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Syngnathidae_Hippocampus_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU442,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_Upeneus asymmetricus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,Upeneus asymmetricus,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,adapted from Mock community,,done 13.05.2024
ZOTU20,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU200,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alepes_Alepes melanoptera,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes melanoptera,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU201,Eukaryota_Chordata_Actinopteri_Labriformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU202,Eukaryota_Chordata_Actinopteri_Beloniformes_Exocoetidae_Cheilopogon_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU203,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alectis_Alectis indica,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alectis,Alectis indica,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU204,Eukaryota_Chordata_Actinopteri_Syngnathiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU205,Eukaryota_Chordata_Actinopteri_Pempheriformes_Pempheridae_Pempheris_NA,Eukaryota,Chordata,Actinopteri,Pempheriformes,Pempheridae,Pempheris,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU135,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella aurita,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella aurita,MiFish12S,0,0,0,0,0,no,"Atlantic Ocean: West African coast (Ref. 2849, 3509, 5286, 121197) from Gibraltar southward to Saldanha Bay in South Africa (Ref. 188, 81269, 81631), especially in the three West African upwelling areas, from Mauritania to Guinea, from CÃ´te d'Ivoire to Ghana and from Gabon to Angola (Ref. 121197); also in Mediterranean Sea (Ref. 188, 6683, 81631) and Black Sea (Ref. 188, 6683). In western Atlantic Ocean from Cape Cod in USA to Argentina (Ref. 188, 5286), including Bahamas, Antilles, Gulf of Mexico and the Caribbean coast (Ref. 26938).",yes,yes,yes,no,Genus,Actinopteri,Potentially wrongly assigned,0.94 and 0.80,14,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU207,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_Lethrinus genivittatus,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,Lethrinus genivittatus,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU208,Eukaryota_Chordata_Actinopteri_Perciformes_Scorpaenidae_Scorpaena_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU211,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella aurita,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella aurita,MiFish12S,0,0,0,0,0,no,"Atlantic Ocean: West African coast (Ref. 2849, 3509, 5286, 121197) from Gibraltar southward to Saldanha Bay in South Africa (Ref. 188, 81269, 81631), especially in the three West African upwelling areas, from Mauritania to Guinea, from CÃ´te d'Ivoire to Ghana and from Gabon to Angola (Ref. 121197); also in Mediterranean Sea (Ref. 188, 6683, 81631) and Black Sea (Ref. 188, 6683). In western Atlantic Ocean from Cape Cod in USA to Argentina (Ref. 188, 5286), including Bahamas, Antilles, Gulf of Mexico and the Caribbean coast (Ref. 26938).",yes,yes,yes,no,Genus,Actinopteri,Potentially wrongly assigned,0.94 and 0.80,14,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU21,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pleurogramma,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pleurogramma,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU210,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Scarus_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Scarus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU267,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella albella,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella albella,MiFish12S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-West Pacific: Red Sea, Persian Gulf, East African coasts, Madagascar eastward to Indonesia and the Arafura Sea (Ref. 9819), north to Taiwan and south to Papua New Guinea (Ref. 188).",yes,yes,yes,no,Genus,Actinopteri,More northern Australia,"0.90, 0.82, 0.84 and 0.77",14,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU283,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinops_Sardinops melanostictus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops melanostictus,MiFish12S,0,0,0,0,0,"no
S.sagax: Dist in SB","S.sagax: Indo-Pacific: southern Africa to eastern Pacific (Ref. 27267). Three lineages were confirmed through cluster and parsimony analyses of haplotypic divergences: southern Africa (ocellatus) and Australia (neopilchardus); Chile (sagax) and California (caeruleus); and, Japan (melanostictus) (Ref. 36641).",yes,yes,yes,no,Genus,Actinopteri,Synonyme of Sardinops sagax which occurs in SB,1,3,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU214,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU215,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU216,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Ostraciidae_Tetrosomus_Tetrosomus concatenatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Tetrosomus,Tetrosomus concatenatus,MiFish12S,0,0,0,0,0,Dist. in SB,Indo-West Pacific: East Africa to southern Japan and New Caledonia (Ref. 11897).,yes,yes,yes,yes,Species,NA,NA,1,2,NA,,NA
ZOTU217,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU218,Eukaryota_Chordata_Actinopteri_Kurtiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU219,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU22,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU220,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Carangoides_NA,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Carangoides fulvoguttatus; Carangoides gymnostethus,NA,NA,NA,NA,,NA
ZOTU221,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Cynoglossidae_Cynoglossus_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU222,Eukaryota_Chordata_Actinopteri_Clupeiformes_Dussumieriidae_Dussumieria_Dussumieria elopsoides,Eukaryota,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Dussumieria,Dussumieria elopsoides,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU223,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Kyphosidae_Microcanthus_Microcanthus strigatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Microcanthus,Microcanthus strigatus,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU224,Eukaryota_Chordata_Actinopteri_Blenniiformes_Clinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Blenniiformes,Clinidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU225,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU226,Eukaryota_Chordata_Actinopteri_Carangiformes_Echeneidae_Echeneis_Echeneis naucrates,Eukaryota,Chordata,Actinopteri,Carangiformes,Echeneidae,Echeneis,Echeneis naucrates,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU355,Eukaryota_Chordata_Actinopteri_Aulopiformes_Synodontidae_Trachinocephalus_NA,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Trachinocephalus,NA,Fish16S,NA,NA,NA,NA,NA,Genus more northern,NA,yes,yes,no,NA,NA,NA,Very few observations on GBIF. Most likely more northern distribution,NA,NA,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",10.05.2024
ZOTU228,Eukaryota_Chordata_Actinopteri_Siluriformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU229,Eukaryota_Chordata_Actinopteri_Uranoscopiformes_Pinguipedidae_NA_NA,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Pinguipedidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU134,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU230,Eukaryota_Chordata_Actinopteri_Scombriformes_Scombridae_Rastrelliger_Rastrelliger kanagurta,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Rastrelliger,Rastrelliger kanagurta,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU193,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU233,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Cynoglossidae_Cynoglossus_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU234,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_Ostorhinchus_Ostorhinchus doederleini,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus doederleini,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
